book_id,title,subtitle,authors,publisher,description,page_count,categories,language,isbn_13,isbn_10,list_price,buyable,year,popularity_score,pages_group,num_authors
stABEAAAQBAJ,Napoleon Hill's First Editions,On Mastering Personal and Professional Success,Napoleon Hill,Entrepreneur Press,"The Best of Napoleon Hill's Early Works with Commentary from Entrepreneur Media for Today's Modern World Entrepreneur Media presents the best of Napoleon’s early works enhanced by the voices and hard-earned insights of today's modern entrepreneurs, small business owners, and thought leaders. These two well-known and sought-out brands have decades of how-to, self-help knowledge to bridge the gap between generations of entrepreneurs to teach them how to master their personal and professional success as they run, start, and grow their enterprises.",200.0,Business & Economics,English,9781613084410.0,1613084412,9.99,True,2020.0,0.0,Medium (100-300 pages),1
rxv44Ok-PJYC,Grow Rich! With Peace of Mind,nan,Napoleon Hill,Penguin,"In this exciting book, the renowned author of THINK AND GROW RICH, Napoleon Hill, reveals his latest discoveries about getting what you want--and making the most of it. Here, in simple, readable language, are the foolproof techniques for achieving the power to earn money and to enjoy genuine inner peace. You wil learn: how to succeed in life, succeed in being yourself; how to develop your own healthy ego; how to win the job you want--and keep going upward; how to turn every challenge into a new success, and more.",257.0,Self-Help,English,9781101127520.0,110112752X,6.99,True,2007.0,5.0,Medium (100-300 pages),1
aC76EAAAQBAJ,How to Win Friends and Influence People,nan,Dale Carnegie,مجموعة النيل العربية,"How to Win Friends and Influence people is one of the first best selling self-help books ever published. Written by Dale Carnegie and first published in 1936, it has sold more than 15 million copies world-wide. The possible situations are endless: you’re moved to new town and forgotten how to do this “people” thing; your long-term relationship has left your social netweork lacking or maybe you merley lack social skills- whatever it is, we all need friends. what should be as simple as eating and breating seems such an intimidating process, doesn’t it? As with anything, take it one step at a time. Troughout human history, the predominant way we’ve build relationships is through real-time conversation. This throne is about to be taken over if it hasn’t already been.",288.0,Business & Economics,English,9789773772598.0,9773772594,25.0,True,2024.0,0.0,Medium (100-300 pages),1
eac3DwAAQBAJ,The Art of Public Speaking,nan,"Dale Carnegie, J. Berg Esenwein",Courier Dover Publications,"Author of How to Win Friends and Influence People offers practical advice on successful speech-making in personal and professional situations. Carnegie explains how to overcome self-consciousness and speak in an easy-to-understand, high-impact manner.",447.0,Self-Help,English,9780486825649.0,0486825647,12.95,True,2017.0,0.0,Long ( >300 pages ),2
EVq1iCtjZuAC,How to Stop Worrying and Start Living,Time-Tested Methods for Conquering Worry,Dale Carnegie,Simon and Schuster,"With Dale Carnegie’s expert advice, you’ll learn the proven, time-tested principles to breaking free of worry and anxiety so that you can start living your best life today. Thanks to Dale Carnegie’s classic work of practical advice, more than six million people have already discovered happier, more fulfilling lives. How to Stop Worrying and Start Living has also never been more relevant—particularly since it has been updated for the first time in forty years. In this indispensable guide, you’ll discover how to: - Quickly pinpoint solutions to any problem that can be put into action right away - Worry less about business and finances - Sleep better and feel refreshed each day - Gain appreciation and gratitude - Stop getting stuck on criticism Fascinating to read and easy to apply, this brilliant book cuts to the heart of your most fundamental emotions and provides lasting relief to your worry and anxiety. As millions of others have done, use it to discover your own prosperous, complete, and happy life.",400.0,Self-Help,English,9781451621723.0,1451621728,14.99,True,2010.0,40.5,Long ( >300 pages ),1
F1ZbBsOMIq8C,How To Enjoy Your Life And Your Job,nan,Dale Carnegie,Simon and Schuster,"UNCOVER YOUR HIDDEN ASSETS -- YOU CAN FILL EACH DAY WITH EXCITEMENT AND A SENSE OF SATISFACTION! Even if you love your work, you probably have days when almost nothing goes right. Bestselling author Dale Carnegie shows you how to make every day more exciting and rewarding -- how you can get more done, and have more fun doing it. Dale Carnegie's time-tested advice will help you to: Make other people feel important -- and do it sincerely Avoid unnecessary tension -- save your energy for important duties Get people to say yes -- immediately Turn routine tasks into stimulating opportunities Spot a sure-fire way of making enemies -- and avoid it Smile in the face of criticism -- you've done your very best! How to Enjoy Your Life and Your Job will help you create a new approach to life and people and discover talents you never knew you had. Dale Carnegie can help you get the most out of yourself -- all the time. Start developing your innate strengths and abilities -- start enriching your life TODAY!",211.0,Self-Help,English,9781451621730.0,1451621736,8.99,True,2010.0,0.0,Medium (100-300 pages),1
cijQN5x6aLAC,Leadership Mastery,How to Challenge Yourself and Others to Greatness,Dale Carnegie Training,Simon and Schuster,"In a world becoming more and more virtual, human relations skills are being lost -- along with the skill of leadership. And yet never before have these abilities been more valuable or sought after. What's needed is a new type of leader -- one who can inspire and motivate others while adhering to timeless leadership principles such as flexibility, adaptability, trustworthiness, and distribution of power. With Leadership Mastery, you will identify your strengths and adopt effective strategies to: • Gain the respect and admiration of others using little-known secrets of America's most successful leaders • Get family, friends, and coworkers to do what you ask because they want to, not because they have to • Respond effectively in a crisis • Make powerful decisions and follow through on them using Carnegie's action formula Incorporating interviews with top leaders in business, entertainment, sports, and academia, Leadership Mastery stands next to the classic How to Win Friends and Influence People.",258.0,Business & Economics,English,9781439134771.0,1439134774,13.99,True,2009.0,0.0,Medium (100-300 pages),1
ztmREQAAQBAJ,Public Speaking and Influencing Men in Business [1937 ed.],nan,Dale Carnegie,Barakaldo Books,"The 1937 classic, still used as a cornerstone of the Dale Carnegie course, covers the entire gamut of public speaking; from preparation, format, to delivery and call to action.",676.0,Business & Economics,English,9781839743481.0,1839743484,4.99,True,2020.0,0.0,Long ( >300 pages ),1
E3gcrPG5BswC,The 7 Habits of Highly Effective People Personal Workbook,nan,Stephen R. Covey,Simon and Schuster,"The essential companion workbook to the international bestseller The 7 Habits of Highly Effective People. Stephen Covey’s The 7 Habits of Highly Effective People took the self-help market by storm in 1990 and has enjoyed phenomenal sales ever since. The integrated, principle-centered 7 Habits philosophy has helped readers find solutions to their personal and professional problems and achieve a life characterized by fairness, integrity, honesty, and dignity. Covey’s tried and true step-by-step approach is explored even more fully in this workbook, which leads readers through the 7 Habits and shows them how to put these ideas into action everyday. With the same clarity and assurance that Covey’s readers have come to know and love, the workbook helps readers further understand, appreciate, and internalize the power of the 7 Habits. These engaging, in-depth exercises allow readers—both devotees and newcomers—to get their hands dirty as they develop a philosophy for success, set personal goals, and improve their relationships. The overwhelming success of Stephen R. Covey’s principle-centered philosophy is a testament to the millions who have benefited from his lessons, and now, with The 7 Habits of Highly Effective People Personal Workbook, they can further explore and understand this tried-and-true approach. This reference offers solutions to both personal and professional problems by promoting and teaching fairness, integrity, honesty, and dignity. An engaging companion to a bestselling classic, The 7 Habits of Highly Effective People Personal Workbook will help readers set goals, improve relationships, and create a path to life effectiveness.",190.0,Business & Economics,English,9780743267038.0,0743267036,13.99,True,2004.0,10.0,Medium (100-300 pages),1
qV_bBwAAQBAJ,First Things First,nan,"Stephen R. Covey, A. Roger Merrill, Rebecca R. Merrill",Mango Media Inc.,"The New York Times–bestselling time management book from the author of The 7 Habits of Highly Effective People. Stephen R. Covey’s First Things First is the gold standard for time management books. His principle-centered approach for prioritizing gives you time management tips that enable you to make changes and sacrifices needed in order to obtain happiness and retain a feeling of security. First Things First: The Interactive Edition takes Dr. Covey’s philosophy and remasters the entire text to include easy-to-understand infographics, analysis, and more. This time-saving version of First Things First is the efficient way to apply Dr. Covey’s tested and validated time management tips, while retaining his core message. This guide will help you: • Get more done in less time • Develop and retain rich relationships • Attain inner peace • Create balance in your life • And, put first things first “Covey is the hottest self-improvement consultant to hit US business since Dale Carnegie.” —USA Today “Covey has reached the apex with First Things First. This is an important work. I can’t think of anyone who wouldn’t be helped by reading it.” —Larry King, CNN “These goals embody a perfect balance of the mental, the physical, the spiritual, and the social.” —Booklist Readers should note that this ebook edition differs slightly from the print edition and does not contain all the same materials.",390.0,Self-Help,English,9781633532229.0,1633532224,17.99,True,2015.0,0.0,Long ( >300 pages ),3
